Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
51,1.0014214875455387,0.006945242860248524,0.5008171483856475,0.500834198711875,23.773386222630325,0.7030179035663605
52,1.0011914803168016,0.006968066232602397,0.3652982271859746,0.3658448253348916,23.752906505748328,0.7012272742215325
53,1.0013053151090703,0.007075655506756491,0.2882376133824537,0.28869197602757435,23.78473118408219,0.7009876911780414
54,1.0013698058785079,0.007051473116491012,0.30637740590615187,0.307183297736916,23.790414165843202,0.7049924620460062
55,1.0014591282142136,0.0070733695906659445,0.3046312236643123,0.305711774347785,23.42681440811934,0.7020022191019619
56,1.001845800434044,0.007009297474371102,0.3716636890137267,0.3735324470725602,23.576220246009182,0.6994534926554736
57,1.0008047807430793,0.0068816418047927454,0.474736955622713,0.4752081827774733,23.752586458314,0.7033567926462959
58,1.0015220301165553,0.006976709020530393,0.36430159002007123,0.365145896737447,23.75651922719286,0.7014611953146317
59,1.0009678015166414,0.007011595058427778,0.32491321907785836,0.32548752788298146,23.754362340101558,0.7044154817917768
60,1.0014924696819512,0.007076977641728824,0.29548530701748627,0.2963210758941616,23.735984299406216,0.701813609459821
61,1.0008101053295022,0.007007005274920406,0.28224431940181527,0.28299442828058485,23.80069432484643,0.7054955225832322
62,1.0004971471660866,0.006969045266999813,0.33015460479759173,0.3306916861833926,23.751701597118497,0.703498984855764
63,1.0006690668345926,0.006937567344058059,0.3763322881310286,0.37685933287272194,23.806290266033834,0.7010576906624962
64,1.0007460862576605,0.006968680204054017,0.37935177389019265,0.38024201548028136,23.744458961041268,0.7062089189361124
65,1.0008286903861041,0.006934266573676984,0.3888900120957883,0.3891739729278816,23.79216939147785,0.6991667058187373
66,0.9997450820557372,0.006876531973882706,0.42293791828041305,0.4230271403946562,23.814783974001905,0.7035008307765512
67,1.001085332767692,0.006777298171630876,0.5812709608477746,0.5828649953739372,23.836283785524543,0.7055703971666448
68,1.000306720391005,0.006480118381807547,0.7714567572770719,0.7715828883005473,23.804374606617202,0.7043878238341388
69,1.000674463146461,0.006413791008226707,0.8229542791343735,0.8241616787881908,23.811802141782174,0.7070332875672509
70,1.0008449105588262,0.010500860140619878,0.825995431631625,0.827257485275497,22.243319910393407,0.6472222100987154
71,1.0005171427469768,0.00824746224315402,0.8483653794077343,0.8486728926618656,23.1688362788818,0.6716965538613936
72,1.0004303626671522,0.007438793452400826,0.8199272870018097,0.8200375066974206,23.471906363959384,0.6855238574392656
73,1.0011394822811652,0.0071396514640641425,0.8113624990628865,0.8120484195497936,23.49268810237204,0.6888968206153196
74,1.0000925409008643,0.007049546077356724,0.7695333949677244,0.7690827332570881,23.558012758780144,0.6915598985728095
75,1.0002446595494618,0.006959498794582076,0.7366963725175686,0.736943855628282,23.690645189312693,0.6977664723115808
76,1.0009753600137676,0.006849585973105567,0.7337197125029421,0.7348033400067312,23.692595241796155,0.7005503525453455
77,1.000773636138368,0.006733170517882009,0.7987299626887202,0.7995139891944245,23.713420409554253,0.7017080464783837
78,1.0002734340736252,0.006655746933942783,0.8418715304100585,0.8417057281339954,23.73836833163438,0.7004109729738797
79,1.0005052138231472,0.006670910101606996,0.8183076213505454,0.8185316506973997,23.588988198087783,0.6969768346057219
80,1.0028714455244785,0.006610986315784697,0.7959624458644204,0.7985082877895789,23.783237242745223,0.7011434030532837
81,1.0036242703192249,0.006535413366502631,0.8237860540572755,0.8273246028751671,23.719833137843157,0.700948998226839
82,1.000589536107229,0.006472213670589075,0.8530993420206858,0.8537995191962419,23.784672412137418,0.7031271324438207
83,1.0013646390195379,0.006517715531395759,0.832987635449735,0.8339702284264707,23.792882240662614,0.7036715706656961
84,0.9992875856410958,0.006615176574845692,0.753717899151191,0.752236328353425,23.747614037010806,0.7024702689928167
85,1.0031235533274576,0.0068649993117474864,0.7828037658565773,0.7858376516410691,23.701025191452505,0.6978865883630865
86,1.0017936724245906,0.006515437598133872,0.8302724555866448,0.8318686159927688,23.827883940373535,0.7027231696072747
87,1.0016028423651964,0.006529841151222319,0.8256039751789527,0.8268618661200929,23.833586154909607,0.7027158882337458
88,0.9999822303634918,0.006452695781554648,0.8092368092080077,0.8089325647154254,23.814627868989767,0.7033236231523402
89,0.9989898421664438,0.0065436785079226525,0.7664157248542695,0.7647392248393533,23.810938633846092,0.7026625065943775
90,1.0009647075002064,0.006780494909265084,0.7520915306970745,0.7524667213776868,19.471859611940094,0.6532758886673872
91,1.0001138709976287,0.007009531258421387,0.7466567806426636,0.7469937116086126,23.799907339318448,0.7050549243478214
92,1.002405048530259,0.0071093659468753605,0.7077437092586906,0.7094578745407972,23.727476214129943,0.7028721967865439
93,0.9998445692176591,0.006633955466555442,0.6525395770843871,0.651903989900372,23.72808123757852,0.7038962450448204
94,0.9993912195445535,0.006614670441848432,0.6522172400908556,0.6512170616452565,23.839355903028977,0.705399535333409
95,1.0014329638452586,0.006582039594092591,0.700989388106112,0.7023543834115217,23.854711256870115,0.7057526333191816
96,1.000037644152156,0.006578400254383415,0.6668228137992813,0.6664450677997338,23.8500824942116,0.705211530643351
97,1.001794922651645,0.006584959284675692,0.6491700069204775,0.6503341003949057,23.853090291065758,0.7053436952478745
98,1.001539416227512,0.006674798121173939,0.6401505897430603,0.641740230571724,23.819603947965227,0.7035669379374561
99,1.0034553879035448,0.006847479020964778,0.6578466594861653,0.6607685957840103,23.60256095362885,0.6945370439922108
100,1.0029265423734746,0.006829899940974341,0.615727151225427,0.6186137991751025,23.841426398066158,0.7055069081222309
